5950
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.617000e+06	-1.617000e+06	-1.617000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
-1.715000e+06	-1.715000e+06	-1.715000e+06	-0.000000e+00	-0.000000e+00	-0.000000e+00
